pl_name,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,sy_dist,sy_disterr1,sy_disterr2
HD 89307 b,1,Radial Velocity,2009,2900,1100,-1100,0,,,,,829.5,117.6,-117.6,0,0.01,0.16,-0.16,0,32.0104,0.0528,-0.0526
HD 89307 b,1,Radial Velocity,2009,2199,61,-61,0,,,,,635.6,127.1,-127.1,0,0.25,0.09,-0.09,0,32.0104,0.0528,-0.0526
HD 89744 b,1,Radial Velocity,1999,256.78,0.05,-0.05,0,,,,,2517.11,73.1,-73.1,0,0.689,0.006,-0.006,0,38.6364,0.108,-0.1074
HD 89744 b,1,Radial Velocity,1999,256.78,0.02,-0.02,0,,,,,2653.8805,57.2094,-57.2094,0,0.677,0.003,-0.003,0,38.6364,0.108,-0.1074
HD 89744 b,1,Radial Velocity,1999,256.78,0.05,-0.05,0,,,,,2682.37,73.1,-73.1,0,0.673,0.007,-0.007,0,38.6364,0.108,-0.1074
HD 89839 b,1,Radial Velocity,2023,3448,26,-26,0,,,,,1652.70772,254.26273,-254.26273,0,0.2,0.02,-0.02,0,57.3063,0.1099,-0.1094
HD 89839 b,1,Radial Velocity,2023,3441,18,-17,0,,,,,1592.32032,251.08444,-241.54959,0,0.187,0.013,-0.013,0,57.3063,0.1099,-0.1094
HD 90156 b,1,Radial Velocity,2009,49.77,0.07,-0.07,0,,,,,17.98,1.46,-1.46,0,0.31,0.1,-0.1,0,21.9496,0.017,-0.0169
HD 90156 b,1,Radial Velocity,2009,49.609,0.033,-0.03,0,,,,,11.79143,1.97054,-1.90697,0,0.16,0.18,-0.11,0,21.9496,0.017,-0.0169
HD 9174 b,1,Radial Velocity,2016,1179,34,-34,0,,,,,352.7913,44.4962,-44.4962,0,0.12,0.05,-0.05,0,81.4893,0.3063,-0.3042
HD 92788 b,2,Radial Velocity,2000,325.705,0.038,-0.04,0,,,,,1118.75599,31.78284,-31.78284,0,0.3552,0.007,-0.0072,0,34.6538,0.0597,-0.0596
