pl_name,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,sy_dist,sy_disterr1,sy_disterr2
11 Com b,1,Radial Velocity,2007,,,,,,,,,5434.7,540.3,-413.2,0,,,,,93.1846,1.9238,-1.9238
11 Com b,1,Radial Velocity,2007,326.03,0.32,-0.32,0,,,,,6165.6,476.7,-476.7,0,0.231,0.005,-0.005,0,93.1846,1.9238,-1.9238
11 Com b,1,Radial Velocity,2007,323.21,0.06,-0.05,0,,,,,4914.89849,39.09289,-39.72855,0,0.238,0.007,-0.007,0,93.1846,1.9238,-1.9238
11 UMi b,1,Radial Velocity,2009,516.21997,3.2,-3.2,0,,,,,4684.8142,794.575,-794.575,0,0.08,0.03,-0.03,0,125.321,1.9765,-1.9765
11 UMi b,1,Radial Velocity,2009,,,,,,,,,3432.4,381.4,-413.2,0,,,,,125.321,1.9765,-1.9765
11 UMi b,1,Radial Velocity,2009,516.22,3.25,-3.25,0,,,,,3337.07,785.01,-785.01,0,0.08,0.03,-0.03,0,125.321,1.9765,-1.9765
14 And b,1,Radial Velocity,2008,186.76,0.11,-0.12,0,,,,,1131.1513,36.23244,-38.77507,0,0,,,0,75.4392,0.714,-0.714
14 And b,1,Radial Velocity,2008,,,,,,,,,1017,127.1,-190.7,0,,,,,75.4392,0.714,-0.714
14 And b,1,Radial Velocity,2008,185.84,0.23,-0.23,0,,,,,1525.5,,,0,0,,,0,75.4392,0.714,-0.714
14 Her b,2,Radial Velocity,2002,1773.4,2.5,-2.5,0,,,,,1474.67,60.39,-60.39,0,0.369,0.005,-0.005,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,1766,,,0,,,,,1581.138,,,0,0.359,,,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,1765.0389,1.67709,-1.87256,0,,,,,2559.47216,518.69596,-280.64248,0,0.373,0.008,-0.006,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,1773.40002,2.5,-2.5,0,,,,,1481.0878,47.6745,-47.6745,0,0.37,0,0,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,1796.4,8.3,-8.3,0,,,,,1506.45,19.07,-19.07,0,0.338,0.011,-0.011,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,1766.41,0.67,-0.68,0,,,,,1541.46777,47.67426,-47.67426,0,0.3674,0.0035,-0.0038,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,1724,50,-50,0,,,,,1554.12,,,0,0.37,0.04,-0.04,0,17.9323,0.0073,-0.0073
14 Her b,2,Radial Velocity,2002,,,,,,,,,1440.663,,,0,0.357,,,0,17.9323,0.0073,-0.0073
16 Cyg B b,1,Radial Velocity,1996,799.45,0.15,-0.15,0,,,,,556.83537,17.16273,-16.84491,0,0.6832,0.0031,-0.0031,0,21.1397,0.011,-0.0111
16 Cyg B b,1,Radial Velocity,1996,798.5,1,-1,0,,,,,533.9544,47.6745,-47.6745,0,0.681,0.017,-0.017,0,21.1397,0.011,-0.0111
16 Cyg B b,1,Radial Velocity,1996,800.8,11.7,-11.7,0,,,,,476.7,,,0,0.634,0.082,-0.082,0,21.1397,0.011,-0.0111
16 Cyg B b,1,Radial Velocity,1996,799.5,0.6,-0.6,0,,,,,533.93,22.25,-22.25,0,0.689,0.011,-0.011,0,21.1397,0.011,-0.0111
16 Cyg B b,1,Radial Velocity,1996,799.5,0.6,-0.6,0,,,,,533.93,22.25,-22.25,0,0.689,0.011,-0.011,0,21.1397,0.011,-0.0111
16 Cyg B b,1,Radial Velocity,1996,798.5,1,-1,0,,,,,565.7374,25.4264,-25.4264,0,0.68,0.02,-0.02,0,21.1397,0.011,-0.0111
17 Sco b,1,Radial Velocity,2020,578.38,2.01,-2.09,0,,,,,1373.01872,47.67426,-38.13941,0,0.06,0.03,-0.02,0,124.953,2.59,-2.59
18 Del b,1,Radial Velocity,2008,993.3,3.2,-3.2,0,,,,,3273.5,,,0,0.08,0.01,-0.01,0,76.222,0.6217,-0.6217
18 Del b,1,Radial Velocity,2008,982.85,1.06,-0.92,0,,,,,2926.24614,50.85255,-24.47279,0,0.024,0.007,-0.018,0,76.222,0.6217,-0.6217
18 Del b,1,Radial Velocity,2008,,,,,,,,,3127.3,95.3,-95.3,0,,,,,76.222,0.6217,-0.6217
24 Boo b,1,Radial Velocity,2018,30.33,0,-0.01,0,,,,,280.64248,11.44182,-13.66662,0,0.032,0.039,-0.023,0,95.9863,0.63685,-0.63685
24 Boo b,1,Radial Velocity,2018,30.3506,0.0078,-0.0077,0,,,,,289.2253,41.3179,-31.783,0,0.042,0.048,-0.029,0,95.9863,0.63685,-0.63685
24 Sex b,2,Radial Velocity,2010,452.8,2.1,-4.5,0,,,,,632.46,82.63,-120.77,0,0.09,0.14,-0.06,0,72.0691,0.6854,-0.6728
24 Sex c,2,Radial Velocity,2010,883,32.4,-13.8,0,,,,,273.32,111.24,-69.92,0,0.29,0.16,-0.09,0,72.0691,0.6854,-0.6728
30 Ari B b,1,Radial Velocity,2009,335.1,2.5,-2.5,0,,,,,3140.03,298.75,-298.75,0,0.289,0.092,-0.092,0,44.657,0.1039,-0.1034
30 Ari B b,1,Radial Velocity,2009,345.4,3.8,-3.8,0,,,,,2097.678,286.047,-286.047,0,0.18,0.11,-0.11,0,44.657,0.1039,-0.1034
30 Ari B b,1,Radial Velocity,2009,335.10001,2.5,-2.5,0,,,,,4392.4106,572.094,-572.094,0,0.29,0.09,-0.09,0,44.657,0.1039,-0.1034
4 UMa b,1,Radial Velocity,2006,270.27,0.24,-0.09,0,,,,,2511.48007,63.24785,-120.13914,0,0.453,0.021,-0.036,0,73.4603,1.18605,-1.18605
4 UMa b,1,Radial Velocity,2006,269.3,1.96,-1.96,0,,,,,2256.5,508.5,-508.5,0,0.432,0.024,-0.024,0,73.4603,1.18605,-1.18605
42 Dra b,1,Radial Velocity,2008,479.1,6.2,-6.2,0,,,,,1233.13,270.14,-270.14,0,0.38,0.06,-0.06,0,90.6545,1.3227,-1.3227
47 UMa b,3,Radial Velocity,1996,1076.6,2.3,-2.3,0,,,,,778.6835,31.783,-31.783,0,0.012,0.023,-0.023,0,13.7967,0.0289,-0.0289
47 UMa b,3,Radial Velocity,1996,1078,2,-2,0,,,,,804.08,22.25,-19.07,0,0.032,0.014,-0.014,0,13.7967,0.0289,-0.0289
47 UMa b,3,Radial Velocity,1996,1100.8,7.2,-7.2,0,,,,,877.17,31.78,-31.78,0,0.097,0.039,-0.039,0,13.7967,0.0289,-0.0289
47 UMa b,3,Radial Velocity,1996,1083.2,1.8,-1.8,0,,,,,826.32,41.32,-41.32,0,0.049,0.014,-0.014,0,13.7967,0.0289,-0.0289
47 UMa b,3,Radial Velocity,1996,1076.6,1.3,-1.1,0,,,,,774.86566,27.01541,-27.01541,0,0.016,0.0076,-0.008,0,13.7967,0.0289,-0.0289
47 UMa c,3,Radial Velocity,2001,2391,100,-87,0,,,,,171.621,20.976,-23.201,0,0.098,0.047,-0.096,0,13.7967,0.0289,-0.0289
47 UMa c,3,Radial Velocity,2001,7586,727,-727,0,,,,,425.87,69.92,-69.92,0,0.005,,,0,13.7967,0.0289,-0.0289
47 UMa c,3,Radial Velocity,2001,2287,19,-16,0,,,,,157.96072,10.17051,-9.53485,0,0.179,0.09,-0.092,0,13.7967,0.0289,-0.0289
47 UMa d,3,Radial Velocity,2009,14002,4018,-5095,0,,,,,521.22,92.17,-152.55,0,0.16,0.09,-0.16,0,13.7967,0.0289,-0.0289
47 UMa d,3,Radial Velocity,2009,19000,11000,-4000,0,,,,,479.92089,69.92225,-54.03083,0,0.38,0.16,-0.15,0,13.7967,0.0289,-0.0289
51 Peg b,1,Radial Velocity,1995,4.23077,0.00004,-0.00004,0,,,,,148.738,2.225,-2.225,0,0,0,0,0,15.4614,0.0297,-0.0297
51 Peg b,1,Radial Velocity,1995,4.2307969,0.0000073,-0.0000078,0,,,,,147.47238,4.4496,-4.4496,0,0.0042,0.0046,-0.003,0,15.4614,0.0297,-0.0297
51 Peg b,1,Radial Velocity,1995,4.230785,0.000036,-0.000036,0,,,,,150.009,12.395,-12.395,0,0.013,0.012,-0.012,0,15.4614,0.0297,-0.0297
51 Peg b,1,Radial Velocity,1995,4.231,,,0,,,,,146.2018,19.0698,-3.1783,0,0,,,0,15.4614,0.0297,-0.0297
51 Peg b,1,Radial Velocity,1995,4.2293,0.0011,-0.0011,0,,,,,149.3801,6.3566,-6.3566,0,0,,,0,15.4614,0.0297,-0.0297
55 Cnc b,5,Radial Velocity,1996,14.648,0.0009,-0.0009,0,,,,,266.9772,,,0,0.051,0.013,-0.013,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.465314,0.0009,-0.00095,0,,,,,266.966,41.634,-9.852,0,0.0023,0.0025,-0.0016,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.65152,0.00015,-0.00015,0,,,,,263.9785,1.0488,-1.0488,0,0.0034,0.0032,-0.0032,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.65171,0.000053,-0.000052,0,,,,,267.29369,8.26354,-8.26354,0,0.0048,0.0036,-0.0031,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.65162,0.0007,-0.0007,0,,,,,261.881,2.225,-2.225,0,0.014,0.008,-0.008,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.65126,0.0007,-0.0007,0,,,,,260.61,38.14,-38.14,0,0.0159,0.008,-0.008,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.653,0.0006,-0.0006,0,,,,,266.9772,22.2481,-22.2481,0,0.02,0.02,-0.02,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.67,0.01,-0.01,0,,,,,249.17872,28.6047,-28.6047,0,0.0197,0.012,-0.012,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.647,0.001,-0.001,0,,,,,289.21,6.36,-6.36,0,0.03,0.023,-0.023,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.651,0.0001,-0.0001,0,,,,,254.25,3.814,-3.814,0,0.004,0.003,-0.003,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.6516,0.0001,-0.0001,0,,,,,255.4,2.9,-2.9,0,0,0.01,-0.01,0,12.5855,0.0124,-0.0123
55 Cnc b,5,Radial Velocity,1996,14.6,,,0,,,,,254.25,,,0,0,,,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.4175,0.0073,-0.0073,0,,,,,54.4738,1.748,-1.748,0,0.02,0.031,-0.031,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.3787,0.007,-0.007,0,,,,,52.44,8.263,-8.263,0,0.053,0.052,-0.052,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.38,0.007,-0.007,0,,,,,52.44,1.7162,-1.7162,0,0.07,0.02,-0.02,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,43.93,0.25,-0.25,0,,,,,68.96911,12.7132,-12.7132,0,0.44,0.08,-0.08,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.3446,0.007,-0.007,0,,,,,53.711,2.543,-2.543,0,0.086,0.052,-0.052,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.3989,0.0042,-0.0043,0,,,,,51.2,1.3,-1.3,0,0.03,0.02,-0.02,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.373,0.02,-0.018,0,,,,,56.6985,8.74,-2.479,0,0.072,0.013,-0.014,0,12.5855,0.0124,-0.0123
55 Cnc c,5,Radial Velocity,2004,44.3827,0.0038,-0.0038,0,,,,,54.34866,2.09767,-2.09767,0,0.048,0.031,-0.029,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,4909,30,-30,0,,,,,1121.89,25.43,-25.43,0,0.02,0.008,-0.008,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,5574.2,93.8,-88.6,0,,,,,991.6,30.7,-33.1,0,0.13,0.02,-0.02,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,5360,400,-400,0,,,,,1287.2115,127.132,-127.132,0,0.16,0.06,-0.06,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,4517.4,77.8,-77.8,0,,,,,1243.35096,165.2716,-165.2716,0,0.327,0.28,-0.28,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,4825,39,-39,0,,,,,1232.493,21.612,-21.612,0,0.019,0.013,-0.013,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,4545,1421,-1421,0,,,,,918.49,149.37,-149.37,0,0.24,0.13,-0.13,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,5218,230,-230,0,,,,,1218.827,25.425,-25.425,0,0.025,0.03,-0.03,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,5370,230,-230,0,,,,,1220.42,184.33,-184.33,0,0.063,0.03,-0.03,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,4820,77,-72,0,,,,,908.98924,79.4571,-79.4571,0,0.139,0.015,-0.016,0,12.5855,0.0124,-0.0123
55 Cnc d,5,Radial Velocity,2002,4867,25,-26,0,,,,,1226.77,190.69,-47.67,0,0.0269,0.0061,-0.0065,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.73654582,0.00000101,-0.00000101,0,1.915,0.214,-0.214,0,,,,,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.73654625,0.00000015,-0.00000015,0,,,,,,,,,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365474,0.0000013,-0.0000014,0,1.875,0.029,-0.029,0,7.99,0.32,-0.33,0,0.05,0.03,-0.03,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,2.79674,0.0001,-0.0001,0,,,,,7.4687,1.5573,-1.5573,0,0.264,0.06,-0.06,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.737,,,0,1.897,0.044,-0.046,0,7.74,0.37,-0.3,0,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,,,,,,,,,,,,,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365445,0.0000014,-0.0000015,0,,,,,9.37594,0.44496,-0.44496,0,0.036,0.034,-0.025,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.73654,0.000003,-0.000003,0,2,0.14,-0.14,0,8.63,0.35,-0.35,0,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365515,0.0000015,-0.0000015,0,,,,,8.13928,0.23201,-0.23201,0,0.04,0.027,-0.027,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365474,0.0000013,-0.0000013,0,1.947,0.038,-0.038,0,8.59,0.43,-0.43,0,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.736546,0.000003,-0.000003,0,2.173,0.097,-0.098,0,8.37,0.38,-0.38,0,0,,,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.73654604,0.00000016,-0.00000016,0,,,,,,,,,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365437,0.0000052,-0.0000052,0,2.08,0.16,-0.17,0,7.81,0.58,-0.53,0,0.061,0.065,-0.043,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,2.808,0.002,-0.002,0,,,,,14.30235,3.1783,-3.1783,0,0.174,0.127,-0.127,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365478,0.0000016,-0.0000012,0,,,,,8.09479,0.26061,-0.25743,0,0.028,0.022,-0.019,0,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,,,,,1.92,0.08,-0.08,0,8.08,0.31,-0.31,0,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.7365417,0.0000025,-0.0000028,0,,,,,,,,,,,,,12.5855,0.0124,-0.0123
55 Cnc e,5,Radial Velocity,2004,0.736539,0.000007,-0.000007,0,1.91,0.08,-0.08,0,8.08,0.31,-0.31,0,,,,,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,260,1.1,-1.1,0,,,,,45.766,12.713,-12.713,0,0.2,0.2,-0.2,0,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,260.91,0.36,-0.36,0,,,,,47.0051,6.9602,-2.9557,0,0.08,0.102,-0.057,0,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,261.2,0.4,-0.4,0,,,,,54.664,2.543,-2.543,0,0.32,0.05,-0.05,0,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,262,0.51,-0.51,0,,,,,44.812,3.814,-3.814,0,0.305,0.075,-0.075,0,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,260.7,1.1,-1.1,0,,,,,44.812,12.395,-12.395,0,0,0.2,-0.2,0,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,260.98,0.24,-0.24,0,,,,,46.87969,2.98759,-2.98759,0,0.142,0.06,-0.066,0,12.5855,0.0124,-0.0123
55 Cnc f,5,Radial Velocity,2007,259.88,0.29,-0.29,0,,,,,47.8,2.4,-2.4,0,0.08,0.05,-0.04,0,12.5855,0.0124,-0.0123
6 Lyn b,1,Radial Velocity,2008,899,19,-19,0,,,,,762.8,,,0,0.134,0.052,-0.052,0,54.6599,0.2734,-0.2734
6 Lyn b,1,Radial Velocity,2008,874.774,16.27,-8.47,0,,,,,702.4043,34.9613,-50.8528,0,0.125,,,1,54.6599,0.2734,-0.2734
6 Lyn b,1,Radial Velocity,2008,919.86,1.92,-3.71,0,,,,,597.83523,12.07748,-28.28673,0,0.042,0.024,-0.032,0,54.6599,0.2734,-0.2734
6 Lyn b,1,Radial Velocity,2008,934.3,8.6,-8.6,0,,,,,638.8383,24.47291,-24.47291,0,0.073,0.036,-0.036,0,54.6599,0.2734,-0.2734
61 Vir b,3,Radial Velocity,2009,4.21487,0.00016,-0.00016,0,,,,,5.11704,0.54031,-0.50853,0,0.099,0.091,-0.07,0,8.50332,0.01737,-0.0173
61 Vir b,3,Radial Velocity,2009,4.215,0.0006,-0.0006,0,,,,,5.1,0.5,-0.5,0,0.12,0.11,-0.11,0,8.50332,0.01737,-0.0173
61 Vir c,3,Radial Velocity,2009,38.0957,0.0083,-0.0083,0,,,,,16.1139,1.1124,-1.17597,0,0.068,0.067,-0.047,0,8.50332,0.01737,-0.0173
61 Vir c,3,Radial Velocity,2009,38.021,0.034,-0.034,0,,,,,18.2,1.1,-1.1,0,0.14,0.06,-0.06,0,8.50332,0.01737,-0.0173
61 Vir d,3,Radial Velocity,2009,123.01,0.55,-0.55,0,,,,,22.9,2.6,-2.6,0,0.35,0.09,-0.09,0,8.50332,0.01737,-0.0173
7 CMa b,2,Radial Velocity,2011,796,7.4,-7.4,0,,,,,781.8618,44.4962,-44.4962,0,0.22,0.07,-0.07,0,19.8101,0.1648,-0.1648
7 CMa b,2,Radial Velocity,2011,763,17,-17,0,,,,,826.3,190.7,-190.7,0,0.14,0.06,-0.06,0,19.8101,0.1648,-0.1648
7 CMa b,2,Radial Velocity,2011,735.1,14.8,-1,0,,,,,587.9855,19.0698,-19.0698,0,0.06,0.03,-0.03,0,19.8101,0.1648,-0.1648
7 CMa c,2,Radial Velocity,2019,996,1.5,-52.4,0,,,,,276.5121,19.0698,-19.0698,0,0.08,0.05,-0.04,0,19.8101,0.1648,-0.1648
70 Vir b,1,Radial Velocity,1996,116.689,0.011,-0.011,0,,,,,2084.88,12.71,-12.71,0,0.397,0.005,-0.005,0,17.9011,0.056,-0.0557
70 Vir b,1,Radial Velocity,1996,116.6884,0.0044,-0.0044,0,,,,,2421.8646,108.0622,-108.0622,0,0.4,0,0,0,17.9011,0.056,-0.0557
70 Vir b,1,Radial Velocity,1996,116.69335,0.00093,-0.00097,0,,,,,2297.89938,41.31769,-41.31769,0,0.3989,0.0011,-0.0012,0,17.9011,0.056,-0.0557
70 Vir b,1,Radial Velocity,1996,116.688,0.0054,-0.0054,0,,,,,2357.02728,18.11631,-18.11631,0,0.3988,0.0019,-0.0019,0,17.9011,0.056,-0.0557
70 Vir b,1,Radial Velocity,1996,116.6884,0.0044,-0.0044,0,,,,,2380.45,193.87,-193.87,0,0.4007,0.0035,-0.0035,0,17.9011,0.056,-0.0557
70 Vir b,1,Radial Velocity,1996,116.6926,0.0014,-0.0014,0,,,,,2351.942,6.3566,-6.3566,0,0.399,0.002,-0.002,0,17.9011,0.056,-0.0557
75 Cet b,2,Radial Velocity,2012,691.9,3.6,-3.6,0,,,,,953.49,,,0,0.117,0.048,-0.048,0,82.9613,0.72365,-0.72365
75 Cet b,2,Radial Velocity,2012,696.62,1.33,-1.69,0,,,,,787.89662,23.5193,-28.60456,0,0.093,0.026,-0.042,0,82.9613,0.72365,-0.72365
75 Cet c,2,Radial Velocity,2023,2051.62,45.98,-40.47,0,,,,,289.85951,27.9689,-45.44946,0,0.023,0.191,-0.003,0,82.9613,0.72365,-0.72365
8 UMi b,1,Radial Velocity,2015,93.4,4.5,-4.5,0,,,,,416.3573,50.8528,-50.8528,0,0.06,0.09,-0.09,0,162.552,0.651,-0.646
8 UMi b,1,Radial Velocity,2015,93.4,4.5,-4.5,0,,,,,476.745,63.566,-63.566,0,0.06,0.18,-0.18,0,162.552,0.651,-0.646
81 Cet b,1,Radial Velocity,2008,952.7,8.8,-8.8,0,,,,,1684.4,,,0,0.206,0.029,-0.029,0,101.26,1.222,-1.222
81 Cet b,1,Radial Velocity,2008,,,,,,,,,1274.4,190.7,-95.3,0,,,,,101.26,1.222,-1.222
81 Cet b,1,Radial Velocity,2008,1005.57,1.84,-1.94,0,,,,,1051.05854,24.79062,-21.2945,0,0.037,0.015,-0.025,0,101.26,1.222,-1.222
91 Aqr b,1,Radial Velocity,2013,181.4,0.1,-0.1,0,,,,,1017,,,0,0.027,0.026,-0.026,0,44.0304,0.51325,-0.51325
BD+03 2562 b,1,Radial Velocity,2017,481.9,2.7,-2.8,0,,,,,2034.112,413.179,-413.179,0,0.2,0.12,-0.08,0,1070.63,63.875,-63.875
BD+14 4559 b,1,Radial Velocity,2009,268.94,0.99,-0.99,0,,,,,330.5432,149.3801,-149.3801,0,0.29,0.03,-0.03,0,49.352,0.0846,-0.0844
BD+14 4559 b,1,Radial Velocity,2009,268.94,0.99,-0.99,0,,,,,467.19,,,0,0.29,0.03,-0.03,0,49.352,0.0846,-0.0844
BD+15 2375 b,1,Radial Velocity,2016,153.22,0.44,-0.44,0,,,,,337.21763,85.8141,-85.8141,0,0.001,0.25,-0.001,0,768.045,45.038,-45.038
BD+15 2940 b,1,Radial Velocity,2013,137.48,0.34,-0.34,0,,,,,352.78,,,0,0.26,0.1,-0.1,0,426.42,6.44,-6.44
BD+20 2457 b,2,Radial Velocity,2009,379.63,2.01,-2.01,0,,,,,6807.63,,,0,0.15,0.03,-0.03,0,1539.71,189.925,-189.925
BD+20 2457 b,2,Radial Velocity,2009,379.63,2,-2,0,,,,,17668.1697,24965.5465,-24965.5465,0,0.15,0.03,-0.03,0,1539.71,189.925,-189.925
BD+20 2457 c,2,Radial Velocity,2009,621.99,10.2,-10.2,0,,,,,3963.17,,,0,0.18,0.06,-0.06,0,1539.71,189.925,-189.925
BD+20 274 b,1,Radial Velocity,2012,578.2,5.4,-5.4,0,,,,,1334.886,,,0,0.21,0.06,-0.06,0,1322.51,80.535,-80.535
BD+45 564 b,1,Radial Velocity,2021,307.88,1.47,-1.47,0,,,,,432.24663,38.13941,-38.13941,0,0.12,0.06,-0.06,0,53.622,0.1919,-0.1905
BD+48 738 b,1,Radial Velocity,2011,392.6,5.5,-5.5,0,,,,,289.2253,,,0,0.2,0.1,-0.1,0,871.493,43.849,-43.849
BD+48 740 b,1,Radial Velocity,2018,733,5,-8,0,,,,,540.311,222.481,-222.481,0,0.76,0.05,-0.09,0,666.589,21.5335,-21.5335
BD+49 828 b,1,Radial Velocity,2015,2590,300,-180,0,,,,,508.5,127.1,-63.6,0,0.35,0.24,-0.1,0,442.042,7.654,-7.654
BD+55 362 b,1,Radial Velocity,2021,265.59,1.04,-1.04,0,,,,,228.83645,25.42627,-25.42627,0,0.27,0.06,-0.06,0,52.5697,0.0974,-0.0971
BD+63 1405 b,1,Radial Velocity,2021,1198.48,60.79,-60.79,0,,,,,1258.60049,98.52681,-98.52681,0,0.88,0.02,-0.02,0,38.0473,0.0329,-0.0329
BD+63 1405 b,1,Radial Velocity,2021,1230,44,-40,0,,,,,3305.41543,413.17693,-349.61125,0,0.891,0.046,-0.016,0,38.0473,0.0329,-0.0329
BD-00 4475 b,1,Radial Velocity,2021,723.2,0.74,-0.74,0,,,,,7961.6016,708.75735,-708.75735,0,0.39,0.01,-0.01,0,42.6402,0.1816,-0.1801
BD-06 1339 b,2,Radial Velocity,2013,3.8728,0.0004,-0.0004,0,,,,,8.5,1.3,-1.3,0,0,,,0,20.2695,0.022,-0.0218
BD-06 1339 c,2,Radial Velocity,2013,125.94,0.44,-0.44,0,,,,,53,8,-8,0,0.31,0.11,-0.11,0,20.2695,0.022,-0.0218
BD-08 2823 b,2,Radial Velocity,2009,5.6,0.02,-0.02,0,,,,,12.7132,3.1783,-3.1783,0,0.15,0.15,-0.15,0,41.3342,0.0685,-0.0682
BD-08 2823 b,2,Radial Velocity,2009,5.6,0.02,-0.02,0,,,,,14.4,2.1,-2.1,0,0.15,0.15,-0.15,0,41.3342,0.0685,-0.0682
BD-08 2823 c,2,Radial Velocity,2009,237.6,1.5,-1.5,0,,,,,104,10,-10,0,0.19,0.09,-0.09,0,41.3342,0.0685,-0.0682
BD-10 3166 b,1,Radial Velocity,2000,3.487,0.001,-0.001,0,,,,,152.55,9.53,-9.53,0,0.05,0.05,-0.05,0,84.4069,0.3537,-0.3508
BD-10 3166 b,1,Radial Velocity,2000,3.48777,0.00011,-0.00011,0,,,,,187.5197,22.2481,-22.2481,0,0.02,0.02,-0.02,0,84.4069,0.3537,-0.3508
BD-10 3166 b,1,Radial Velocity,2000,3.48777,0.00011,-0.00011,0,,,,,145.56,12.395,-12.395,0,0.019,0.023,-0.023,0,84.4069,0.3537,-0.3508
BD-10 3166 b,1,Radial Velocity,2000,3.487905,0.000078,-0.000081,0,,,,,142.70495,5.40308,-5.40308,0,0.022,0.024,-0.015,0,84.4069,0.3537,-0.3508
BD-11 4672 b,2,Radial Velocity,2014,1634,13,-14,0,,,,,206.5895,15.8915,-19.0698,0,0.05,0.05,-0.03,0,27.1665,0.0346,-0.0346
BD-11 4672 b,2,Radial Velocity,2014,1667,33,-31,0,,,,,168.44,15.89,-15.89,0,0.05,0.06,-0.04,0,27.1665,0.0346,-0.0346
